name,lang,,,,
Locustella luscinioides,fr,,,,
Locustella luscinioides,es,,,,
Locustella luscinioides,eo,,,,
Locustella luscinioides,ru,,,,
Rallus aquaticus,en,,,,
Rallus aquaticus,nl,,,,
Rallus aquaticus,de,,,,
Rallus aquaticus,fr,,,,
Rallus aquaticus,es,,,,
Rallus aquaticus,eo,,,,
Rallus aquaticus,ru,,,,
Spatula querquedula,en,,,,
Spatula querquedula,nl,,,,
Spatula querquedula,de,Knäkenten fliegen von unseren Entenarten am weitesten. Sie werden als Überwinterungsgast sogar in Australien nachgewiesen.,,,
Spatula querquedula,fr,,,,
Spatula querquedula,es,,,,
Spatula querquedula,eo,,,,
Spatula querquedula,ru,,,,
Aix galericulata,en,,,,
Aix galericulata,nl,,,,
Aix galericulata,de,In China stehen Mandarinenten symbolisch für eheliche Treue.,,,
Aix galericulata,fr,,,,
Aix galericulata,es,,,,
Aix galericulata,eo,,,,
Aix galericulata,ru,,,,
Acrocephalus arundinaceus,en,,,,
Acrocephalus arundinaceus,nl,,,,
Acrocephalus arundinaceus,de,Mit dem Spruch „schimpfen wie ein Rohrspatz“ ist ursprünglich der Drosselrohrsänger gemeint.,,,
Acrocephalus arundinaceus,fr,,,,
Acrocephalus arundinaceus,es,,,,
Acrocephalus arundinaceus,eo,,,,
Acrocephalus arundinaceus,ru,,,,
Anser serrirostris,en,,,,
Anser serrirostris,nl,,,,
Anser serrirostris,de,,,,
Anser serrirostris,fr,,,,
Anser serrirostris,es,,,,
Anser serrirostris,eo,,,,
Anser serrirostris,ru,,,,
